fecha,mes,modalidad,id_cliente,nombre_cliente,tipo_cliente,edad,id_ticket,total_ticket,ticket_promedio_ticket,id_plato,nombre_plato,categoria_plato,precio_plato,costo_plato,cantidad,subtotal,margen_linea,extra,num_clientes,ventas_totales_dia,ticket_promedio_dia,margen_total_dia,plato_top_mes,cant_top_mes
2023-01-07,2023-01,local,390,Josefa Arana Guitart,ocasional,70,1737,30.0,30.0,18,chanfainita,menu,15.0,9.56,2,30.0,10.879999999999999,postre,2,65.0,23.75,25.6,tallarin_verde,13
2023-01-07,2023-01,pension,233,Calixta Sainz Arteaga,ocasional,43,2112,19.0,19.0,13,tortilla_verduras,menu,19.0,13.29,1,19.0,5.710000000000001,gaseosa,2,33.0,16.5,10.06,tallarin_verde,13
2023-01-08,2023-01,pension,321,Yéssica del Santamaría,empresa,40,1627,30.0,15.0,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,nada,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-08,2023-01,pension,321,Yéssica del Santamaría,empresa,40,1627,30.0,15.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-08,2023-01,local,26,Abilio Borrell Barros,ocasional,34,1725,17.0,17.0,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,gaseosa,1,17.0,17.0,6.78,tallarin_verde,13
2023-01-08,2023-01,pension,244,Vera Folch Pinilla,ocasional,20,2373,84.0,21.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,nada,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-08,2023-01,pension,244,Vera Folch Pinilla,ocasional,20,2373,84.0,21.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,nada,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-08,2023-01,pension,244,Vera Folch Pinilla,ocasional,20,2373,84.0,21.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,gaseosa,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-08,2023-01,pension,244,Vera Folch Pinilla,ocasional,20,2373,84.0,21.0,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,gaseosa,2,114.0,18.0,42.33,tallarin_verde,13
2023-01-09,2023-01,pension,64,Narcisa Castro Cal,empresa,30,517,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,local,190,Fulgencio Cañete Segura,ocasional,22,2379,12.0,12.0,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,nada,2,24.0,12.0,9.2,tallarin_verde,13
2023-01-09,2023-01,pension,172,Natanael Ledesma,ocasional,27,2658,36.0,18.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,gaseosa,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,pension,172,Natanael Ledesma,ocasional,27,2658,36.0,18.0,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,postre,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,pension,285,Cebrián Cadenas Lorenzo,ocasional,63,2937,83.0,27.666666666666668,23,cau_cau,menu,13.0,7.72,2,26.0,10.56,postre,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,pension,285,Cebrián Cadenas Lorenzo,ocasional,63,2937,83.0,27.666666666666668,13,tortilla_verduras,menu,19.0,13.29,2,38.0,11.420000000000002,nada,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,pension,285,Cebrián Cadenas Lorenzo,ocasional,63,2937,83.0,27.666666666666668,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,nada,3,136.0,20.89,45.65,tallarin_verde,13
2023-01-09,2023-01,local,26,Abilio Borrell Barros,ocasional,34,2948,12.0,12.0,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,gaseosa,2,24.0,12.0,9.2,tallarin_verde,13
2023-01-10,2023-01,pension,256,Olegario Garay,empresa,20,566,38.0,38.0,13,tortilla_verduras,menu,19.0,13.29,2,38.0,11.420000000000002,nada,3,68.0,22.67,23.11,tallarin_verde,13
2023-01-10,2023-01,pension,52,Eligia Cobos-Seco,empresa,27,688,16.0,16.0,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,postre,3,68.0,22.67,23.11,tallarin_verde,13
2023-01-10,2023-01,local,152,Juan José Anguita,ocasional,59,982,20.0,20.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,nada,2,38.0,19.0,13.56,tallarin_verde,13
2023-01-10,2023-01,pension,147,Teófila Dávila-Folch,ocasional,54,2052,14.0,14.0,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,gaseosa,3,68.0,22.67,23.11,tallarin_verde,13
2023-01-10,2023-01,local,16,Aitor Benito Giménez,empresa,54,2693,18.0,18.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,nada,2,38.0,19.0,13.56,tallarin_verde,13
2023-01-11,2023-01,pension,112,Isidro Fabio Guzmán Andrés,empresa,36,1011,17.0,17.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,postre,3,66.0,16.5,23.74,tallarin_verde,13
2023-01-11,2023-01,pension,321,Yéssica del Santamaría,empresa,40,1209,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,3,66.0,16.5,23.74,tallarin_verde,13
2023-01-11,2023-01,pension,229,Adelardo Carreño Bartolomé,ocasional,64,2208,33.0,16.5,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,postre,3,66.0,16.5,23.74,tallarin_verde,13
2023-01-11,2023-01,pension,229,Adelardo Carreño Bartolomé,ocasional,64,2208,33.0,16.5,29,sudado_pescado,pescado,16.0,9.35,1,16.0,6.65,nada,3,66.0,16.5,23.74,tallarin_verde,13
2023-01-11,2023-01,local,163,Lourdes Dalmau Valls,ocasional,60,2249,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,1,20.0,20.0,9.28,tallarin_verde,13
2023-01-12,2023-01,local,62,Esmeralda Juliá Barrios,empresa,38,655,18.0,18.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,gaseosa,4,71.0,17.75,27.14,tallarin_verde,13
2023-01-12,2023-01,local,327,Jordi Melero-Bernal,empresa,20,1151,24.0,24.0,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,gaseosa,4,71.0,17.75,27.14,tallarin_verde,13
2023-01-12,2023-01,pension,301,Alma Llano Casado,ocasional,38,1485,40.0,40.0,9,chaufa_pollo,pollo,20.0,13.06,2,40.0,13.879999999999999,gaseosa,3,112.0,37.33,39.58,tallarin_verde,13
2023-01-12,2023-01,local,277,Isabel Heredia-Elías,empresa,54,1697,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,postre,4,71.0,17.75,27.14,tallarin_verde,13
2023-01-12,2023-01,pension,17,Humberto Juan Sales,ocasional,28,2224,32.0,32.0,7,aji_de_gallina,menu,16.0,10.1,2,32.0,11.8,postre,3,112.0,37.33,39.58,tallarin_verde,13
2023-01-12,2023-01,pension,7,Ileana Castells Amor,ocasional,31,2263,40.0,40.0,25,bistec_a_lo_pobre,carne,20.0,13.05,2,40.0,13.899999999999999,gaseosa,3,112.0,37.33,39.58,tallarin_verde,13
2023-01-12,2023-01,local,169,Rubén Castañeda Suárez,empresa,40,2344,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,4,71.0,17.75,27.14,tallarin_verde,13
2023-01-13,2023-01,local,319,Damián del Roman,ocasional,32,2094,65.0,21.666666666666668,11,estofado_res,carne,18.0,11.38,2,36.0,13.239999999999998,gaseosa,1,65.0,21.67,24.62,tallarin_verde,13
2023-01-13,2023-01,local,319,Damián del Roman,ocasional,32,2094,65.0,21.666666666666668,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,nada,1,65.0,21.67,24.62,tallarin_verde,13
2023-01-13,2023-01,local,319,Damián del Roman,ocasional,32,2094,65.0,21.666666666666668,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,postre,1,65.0,21.67,24.62,tallarin_verde,13
2023-01-13,2023-01,pension,77,Ariadna Lumbreras Recio,ocasional,35,2104,17.0,17.0,20,seco_de_pollo,pollo,17.0,10.22,1,17.0,6.779999999999999,gaseosa,3,46.0,15.33,17.16,tallarin_verde,13
2023-01-13,2023-01,pension,14,Adrián Ismael Falcón Saura,ocasional,24,2108,16.0,16.0,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,gaseosa,3,46.0,15.33,17.16,tallarin_verde,13
2023-01-13,2023-01,pension,36,Ileana Arnaiz Solé,ocasional,28,2138,13.0,13.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,postre,3,46.0,15.33,17.16,tallarin_verde,13
2023-01-14,2023-01,local,350,Marcio Casas Gimenez,empresa,24,708,13.0,13.0,23,cau_cau,menu,13.0,7.72,1,13.0,5.28,nada,3,77.0,19.67,28.92,tallarin_verde,13
2023-01-14,2023-01,pension,52,Eligia Cobos-Seco,empresa,27,1157,36.0,36.0,15,churrasco_res,carne,18.0,10.4,2,36.0,15.2,nada,3,106.0,27.0,44.42,tallarin_verde,13
2023-01-14,2023-01,pension,140,Reinaldo Bello Sastre,ocasional,47,1739,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,3,106.0,27.0,44.42,tallarin_verde,13
2023-01-14,2023-01,local,25,Telmo Calvo,ocasional,44,2026,28.0,28.0,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,nada,3,77.0,19.67,28.92,tallarin_verde,13
2023-01-14,2023-01,local,47,Matías del Rivas,ocasional,60,2262,36.0,18.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,nada,3,77.0,19.67,28.92,tallarin_verde,13
2023-01-14,2023-01,local,47,Matías del Rivas,ocasional,60,2262,36.0,18.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,nada,3,77.0,19.67,28.92,tallarin_verde,13
2023-01-14,2023-01,pension,215,Rosenda Muro Espada,ocasional,55,2925,50.0,25.0,27,escabeche_pescado,pescado,17.0,10.73,2,34.0,12.54,nada,3,106.0,27.0,44.42,tallarin_verde,13
2023-01-14,2023-01,pension,215,Rosenda Muro Espada,ocasional,55,2925,50.0,25.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,gaseosa,3,106.0,27.0,44.42,tallarin_verde,13
2023-01-15,2023-01,local,176,Toño Araujo-Montes,ocasional,19,186,18.0,18.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,gaseosa,4,113.0,23.12,40.83,tallarin_verde,13
2023-01-15,2023-01,local,252,Tatiana Guillén Sanz,empresa,61,1895,16.0,16.0,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,nada,4,113.0,23.12,40.83,tallarin_verde,13
2023-01-15,2023-01,local,21,Azucena Pereira Sanmiguel,ocasional,54,2420,41.0,20.5,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,4,113.0,23.12,40.83,tallarin_verde,13
2023-01-15,2023-01,local,21,Azucena Pereira Sanmiguel,ocasional,54,2420,41.0,20.5,16,pollo_broaster,pollo,12.0,7.4,2,24.0,9.2,postre,4,113.0,23.12,40.83,tallarin_verde,13
2023-01-15,2023-01,local,145,Jose Francisco Jordi Hidalgo Hernandez,ocasional,65,2424,38.0,38.0,13,tortilla_verduras,menu,19.0,13.29,2,38.0,11.420000000000002,postre,4,113.0,23.12,40.83,tallarin_verde,13
2023-01-15,2023-01,pension,299,Renata Cervantes Heras,empresa,62,2515,32.0,32.0,14,arroz_a_la_cubana,arroz,16.0,10.9,2,32.0,10.2,postre,1,32.0,32.0,10.2,tallarin_verde,13
2023-01-16,2023-01,local,378,Narcisa Perez Piña,ocasional,48,106,50.0,16.666666666666668,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,postre,3,79.0,15.22,33.26,tallarin_verde,13
2023-01-16,2023-01,local,378,Narcisa Perez Piña,ocasional,48,106,50.0,16.666666666666668,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,3,79.0,15.22,33.26,tallarin_verde,13
2023-01-16,2023-01,local,378,Narcisa Perez Piña,ocasional,48,106,50.0,16.666666666666668,17,carapulcra,menu,15.0,8.53,1,15.0,6.470000000000001,postre,3,79.0,15.22,33.26,tallarin_verde,13
2023-01-16,2023-01,local,95,Sergio Cabo Nadal,ocasional,62,1762,12.0,12.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,nada,3,79.0,15.22,33.26,tallarin_verde,13
2023-01-16,2023-01,pension,3,Primitivo Vicens Valencia,ocasional,62,1796,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,nada,2,40.0,20.0,18.56,tallarin_verde,13
2023-01-16,2023-01,pension,37,Román Benito Díez,ocasional,20,1911,20.0,20.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,gaseosa,2,40.0,20.0,18.56,tallarin_verde,13
2023-01-16,2023-01,local,197,Patricia Quirós Vigil,ocasional,58,2242,17.0,17.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,nada,3,79.0,15.22,33.26,tallarin_verde,13
2023-01-17,2023-01,local,250,Josué Salazar-Piñeiro,ocasional,21,304,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,nada,2,31.0,15.5,9.92,tallarin_verde,13
2023-01-17,2023-01,pension,348,Virgilio Gutiérrez Girón,empresa,38,920,17.0,17.0,2,frejol_con_pescado,pescado,17.0,10.41,1,17.0,6.59,postre,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,pension,16,Aitor Benito Giménez,empresa,54,1323,17.0,17.0,6,trucha_frita,pescado,17.0,11.43,1,17.0,5.57,gaseosa,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,pension,318,Asdrubal Andres Peñas,ocasional,51,1612,91.0,22.75,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,gaseosa,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,pension,318,Asdrubal Andres Peñas,ocasional,51,1612,91.0,22.75,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,pension,318,Asdrubal Andres Peñas,ocasional,51,1612,91.0,22.75,25,bistec_a_lo_pobre,carne,20.0,13.05,2,40.0,13.899999999999999,postre,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,pension,318,Asdrubal Andres Peñas,ocasional,51,1612,91.0,22.75,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,nada,3,125.0,18.92,42.49,tallarin_verde,13
2023-01-17,2023-01,local,210,Andrés Sosa-Arco,ocasional,41,2856,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,postre,2,31.0,15.5,9.92,tallarin_verde,13
2023-01-18,2023-01,pension,143,Anastasio Noguera Rueda,ocasional,61,1647,14.0,14.0,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,nada,3,80.0,18.83,26.4,tallarin_verde,13
2023-01-18,2023-01,pension,5,Lucía Zaragoza Moya,ocasional,23,2144,19.0,19.0,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,nada,3,80.0,18.83,26.4,tallarin_verde,13
2023-01-18,2023-01,pension,162,Dafne Alcaraz Pintor,empresa,32,2893,47.0,23.5,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,gaseosa,3,80.0,18.83,26.4,tallarin_verde,13
2023-01-18,2023-01,pension,162,Dafne Alcaraz Pintor,empresa,32,2893,47.0,23.5,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,gaseosa,3,80.0,18.83,26.4,tallarin_verde,13
2023-01-19,2023-01,local,316,Mireia Carreras Rico,ocasional,59,702,34.0,34.0,2,frejol_con_pescado,pescado,17.0,10.41,2,34.0,13.18,nada,2,109.0,26.38,38.84,tallarin_verde,13
2023-01-19,2023-01,local,318,Asdrubal Andres Peñas,ocasional,51,1444,75.0,18.75,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,postre,2,109.0,26.38,38.84,tallarin_verde,13
2023-01-19,2023-01,local,318,Asdrubal Andres Peñas,ocasional,51,1444,75.0,18.75,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,2,109.0,26.38,38.84,tallarin_verde,13
2023-01-19,2023-01,local,318,Asdrubal Andres Peñas,ocasional,51,1444,75.0,18.75,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,postre,2,109.0,26.38,38.84,tallarin_verde,13
2023-01-19,2023-01,local,318,Asdrubal Andres Peñas,ocasional,51,1444,75.0,18.75,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,gaseosa,2,109.0,26.38,38.84,tallarin_verde,13
2023-01-19,2023-01,pension,157,Lucía Quintero,empresa,46,1970,15.0,15.0,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,gaseosa,2,35.0,17.5,12.39,tallarin_verde,13
2023-01-19,2023-01,pension,313,Ciro Galan Guerrero,empresa,70,2940,20.0,20.0,25,bistec_a_lo_pobre,carne,20.0,13.05,1,20.0,6.949999999999999,postre,2,35.0,17.5,12.39,tallarin_verde,13
