fecha,mes,modalidad,id_cliente,nombre_cliente,tipo_cliente,edad,id_ticket,total_ticket,ticket_promedio_ticket,id_plato,nombre_plato,categoria_plato,precio_plato,costo_plato,cantidad,subtotal,margen_linea,extra,num_clientes,ventas_totales_dia,ticket_promedio_dia,margen_total_dia,plato_top_mes,cant_top_mes,margen_plato,rotacion_code,margen_plato_real,margen_plato_pred,ticket_dia_real,ticket_dia_pred,rotacion_real,rotacion_pred
2023-03-29,2023-03,local,11,Cecilia Seguí Catalá,empresa,49,1235,45.0,15.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,gaseosa,5,146.0,16.5,53.86,aji_de_gallina,15,4.07,1,4.07,4.783606557377046,16.5,19.11043715846994,1,1
2023-01-02,2023-01,local,355,Rubén Adelardo Luna Dueñas,ocasional,49,1969,20.0,20.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,postre,2,52.0,26.0,21.74,tallarin_verde,13,6.9399999999999995,1,6.9399999999999995,6.944246575342461,26.0,21.289726027397265,1,1
2023-01-04,2023-01,local,328,Cruz Gaspar Gutierrez Palma,empresa,58,542,48.0,24.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,nada,4,156.0,23.0,56.41,tallarin_verde,13,5.9,1,5.9,5.9287499999999955,23.0,21.824078947368424,1,1
2024-10-05,2024-10,pension,276,Ainara Gutierrez Guzman,ocasional,68,578,56.0,28.0,3,chicharron_cerdo,menu,16.0,8.96,1,16.0,7.039999999999999,postre,2,70.0,21.0,30.25,tallarin_saltado,13,7.039999999999999,1,7.039999999999999,5.9287499999999955,21.0,21.824078947368424,1,1
2023-08-02,2023-08,local,313,Ciro Galan Guerrero,empresa,70,765,60.0,15.0,1,arroz_con_pollo,pollo,12.0,7.23,1,12.0,4.77,gaseosa,2,93.0,15.75,35.86,adobo_cerdo,17,4.77,1,4.77,4.691612903225803,15.75,18.393870967741936,1,1
2023-09-25,2023-09,pension,140,Reinaldo Bello Sastre,ocasional,47,2955,65.0,21.666666666666668,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,nada,4,140.0,16.83,50.18,milanesa_pollo,17,6.27,1,6.27,5.863881856540088,16.83,21.201603375527434,1,1
2024-10-28,2024-10,local,126,Chus Rodrigo Barrio,empresa,68,1088,33.0,16.5,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,nada,3,117.0,18.17,41.38,tallarin_saltado,13,5.1,1,5.1,6.341388888888893,18.17,19.724907407407407,1,1
2023-06-27,2023-06,pension,89,Benigno Aitor Morán Jerez,empresa,23,2089,59.0,19.666666666666668,27,escabeche_pescado,pescado,17.0,10.73,2,34.0,12.54,gaseosa,4,162.0,23.79,54.71,arroz_con_mariscos,15,12.54,1,12.54,13.138547486033515,23.79,20.821731843575414,1,1
2023-05-31,2023-05,local,363,Francisca de Guardia,empresa,39,2890,34.0,17.0,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,nada,7,228.0,22.43,84.96,arroz_a_la_cubana,17,9.28,1,9.28,6.341388888888893,22.43,19.724907407407407,1,1
2023-03-29,2023-03,local,11,Cecilia Seguí Catalá,empresa,49,1235,45.0,15.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,gaseosa,5,146.0,16.5,53.86,aji_de_gallina,15,6.27,1,6.27,6.341388888888893,16.5,19.724907407407407,1,1
2023-09-07,2023-09,pension,49,Aníbal Curro Chaparro Peiró,ocasional,50,2810,32.0,32.0,3,chicharron_cerdo,menu,16.0,8.96,2,32.0,14.079999999999998,postre,2,65.0,24.25,26.28,milanesa_pollo,17,14.079999999999998,1,14.079999999999998,12.210000000000004,24.25,24.6015625,1,1
2023-01-10,2023-01,pension,147,Teófila Dávila-Folch,ocasional,54,2052,14.0,14.0,21,tallarin_verde,pasta,14.0,9.35,1,14.0,4.65,gaseosa,3,68.0,22.67,23.11,tallarin_verde,13,4.65,1,4.65,4.762080000000002,22.67,16.984960000000004,1,1
2023-08-26,2023-08,local,2,Eufemia Duque,empresa,53,2892,34.0,34.0,6,trucha_frita,pescado,17.0,11.43,2,34.0,11.14,postre,3,110.0,22.67,40.32,adobo_cerdo,17,11.14,1,11.14,12.519731543624157,22.67,24.128255033557043,1,1
2023-01-26,2023-01,pension,72,Leticia Benavente-Narváez,ocasional,69,1265,17.0,17.0,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,postre,5,119.0,16.6,42.02,tallarin_verde,13,6.27,1,6.27,6.341388888888893,16.6,19.724907407407407,1,1
2024-08-16,2024-08,local,386,Leire Macarena Galan Villar,ocasional,51,1074,52.0,26.0,11,estofado_res,carne,18.0,11.38,1,18.0,6.619999999999999,gaseosa,3,83.0,19.0,31.01,seco_de_res,13,6.619999999999999,1,6.619999999999999,5.9287499999999955,19.0,21.824078947368424,1,1
2023-10-17,2023-10,pension,166,Armida Alvarado Caro,ocasional,46,160,25.0,12.5,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,2,44.0,15.75,15.56,bistec_a_lo_pobre,17,5.25,1,5.25,4.936749999999998,15.75,14.848249999999998,1,1
2024-09-02,2024-09,pension,80,Luciano de Mascaró,empresa,25,152,34.0,17.0,8,tallarin_saltado,pasta,16.0,8.6,1,16.0,7.4,nada,1,34.0,17.0,15.0,arroz_a_la_cubana,14,7.4,1,7.4,6.363465346534655,17.0,16.604653465346537,1,1
2023-05-14,2023-05,pension,211,Isidoro Santamaría Paredes,empresa,20,2884,75.0,18.75,28,higado_encebollado,menu,15.0,8.57,2,30.0,12.86,gaseosa,5,178.0,20.95,62.07,arroz_a_la_cubana,17,12.86,1,12.86,13.138547486033515,20.95,20.821731843575414,1,1
2024-02-25,2024-02,local,120,Fortunata Ortuño Vilanova,ocasional,47,532,32.0,32.0,14,arroz_a_la_cubana,arroz,16.0,10.9,2,32.0,10.2,nada,7,242.0,21.75,87.46,arroz_a_la_cubana,20,10.2,1,10.2,12.519731543624157,21.75,24.128255033557043,1,1
2023-04-13,2023-04,pension,8,Lupita Cánovas,empresa,35,1131,92.0,30.666666666666668,30,fetuccini_alfredo,pasta,17.0,9.76,2,34.0,14.48,nada,4,187.0,24.17,74.01,chicharron_cerdo,19,14.48,1,14.48,12.519731543624157,24.17,24.128255033557043,1,1
2024-06-22,2024-06,pension,223,Fabricio Palomo Sureda,empresa,24,424,34.0,17.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,gaseosa,2,49.0,16.0,18.94,lomo_saltado,13,7.6,1,7.6,6.363465346534655,16.0,16.604653465346537,1,1
2024-11-12,2024-11,pension,205,Ariel Flores Carreras,ocasional,50,628,51.0,25.5,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,gaseosa,3,141.0,20.61,52.86,alberjita_guiso,17,7.24,1,7.24,5.9287499999999955,20.61,21.824078947368424,1,1
2023-06-27,2023-06,local,103,Bibiana Marina Garay Heredia,empresa,59,467,45.0,22.5,4,lomo_saltado,carne,13.0,7.75,2,26.0,10.5,postre,5,143.0,24.1,54.66,arroz_con_mariscos,15,10.5,1,10.5,9.639285714285709,24.1,21.9075,1,1
2023-02-09,2023-02,pension,64,Narcisa Castro Cal,empresa,30,614,59.0,19.666666666666668,23,cau_cau,menu,13.0,7.72,2,26.0,10.56,nada,1,59.0,19.67,22.35,salchipapa,13,10.56,1,10.56,9.83032258064516,19.67,19.274193548387096,1,1
2023-03-23,2023-03,local,31,Zoraida Madrigal Cañete,ocasional,18,1421,17.0,17.0,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,gaseosa,4,67.0,16.75,26.09,aji_de_gallina,15,7.24,1,7.24,6.373737113402062,16.75,18.12618556701031,1,1
2023-03-11,2023-03,local,196,Xavier Valenciano Saavedra,empresa,28,110,28.0,14.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,nada,1,28.0,14.0,9.97,aji_de_gallina,15,5.9,1,5.9,4.936749999999998,14.0,14.848249999999998,1,1
2024-09-16,2024-09,pension,120,Fortunata Ortuño Vilanova,ocasional,47,226,68.0,17.0,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,postre,5,204.0,18.6,76.71,arroz_a_la_cubana,14,6.0600000000000005,1,6.0600000000000005,6.341388888888893,18.6,19.724907407407407,1,1
2024-09-16,2024-09,pension,28,Custodio Carlos Zorrilla,empresa,21,1184,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,5,204.0,18.6,76.71,arroz_a_la_cubana,14,5.68,1,5.68,6.341388888888893,18.6,19.724907407407407,1,1
2024-07-24,2024-07,local,137,Olegario Iniesta Tudela,ocasional,66,471,68.0,22.666666666666668,27,escabeche_pescado,pescado,17.0,10.73,1,17.0,6.27,postre,2,84.0,19.33,31.04,higado_encebollado,17,6.27,1,6.27,6.008469945355177,19.33,19.450819672131143,1,1
2023-09-11,2023-09,pension,227,Remigio Manuel-Niño,empresa,20,2755,17.0,17.0,30,fetuccini_alfredo,pasta,17.0,9.76,1,17.0,7.24,gaseosa,4,72.0,18.0,28.71,milanesa_pollo,17,7.24,1,7.24,6.373737113402062,18.0,18.12618556701031,1,1
2024-06-08,2024-06,local,296,Valeria del Pla,empresa,38,1608,49.0,16.333333333333332,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,postre,4,122.0,17.71,45.72,lomo_saltado,13,7.6,1,7.6,6.341388888888893,17.71,19.724907407407407,1,1
2023-12-23,2023-12,local,181,Jonatan Ariño Priego,ocasional,45,369,47.0,15.666666666666666,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,gaseosa,2,62.0,15.33,21.78,adobo_cerdo,17,5.68,1,5.68,6.373737113402062,15.33,18.12618556701031,1,1
2024-05-29,2024-05,pension,57,Cleto Blanch Amat,ocasional,44,622,16.0,16.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,gaseosa,1,16.0,16.0,5.9,higado_encebollado,16,5.9,1,5.9,6.044653465346533,16.0,15.574257425742575,1,1
2023-02-17,2023-02,local,266,José de Medina,ocasional,49,1539,13.0,13.0,4,lomo_saltado,carne,13.0,7.75,1,13.0,5.25,gaseosa,3,56.0,18.67,22.08,salchipapa,13,5.25,1,5.25,4.762080000000002,18.67,16.984960000000004,1,1
2023-09-10,2023-09,pension,357,Ruben Trujillo Córdoba,ocasional,54,1722,83.0,27.666666666666668,15,churrasco_res,carne,18.0,10.4,2,36.0,15.2,gaseosa,4,137.0,16.79,54.82,milanesa_pollo,17,15.2,1,15.2,13.138547486033515,16.79,20.821731843575414,1,1
2024-09-04,2024-09,local,237,Luis Catalá-Mariscal,empresa,61,2200,14.0,14.0,12,ensalada_rusa,ensalada,14.0,9.02,1,14.0,4.98,postre,2,78.0,17.67,32.36,arroz_a_la_cubana,14,4.98,1,4.98,4.691612903225803,17.67,18.393870967741936,1,1
2023-06-13,2023-06,pension,199,Carolina del Abella,ocasional,20,2675,47.0,23.5,3,chicharron_cerdo,menu,16.0,8.96,2,32.0,14.079999999999998,postre,3,99.0,19.33,39.19,arroz_con_mariscos,15,14.079999999999998,1,14.079999999999998,13.138547486033515,19.33,20.821731843575414,1,1
2024-04-09,2024-04,local,323,Encarnacion Aguilera-Lamas,empresa,59,949,39.0,19.5,10,milanesa_pollo,pollo,12.0,7.93,2,24.0,8.14,gaseosa,5,171.0,19.7,65.07,trucha_frita,15,8.14,1,8.14,9.070166666666658,19.7,20.917166666666667,1,1
2024-01-02,2024-01,pension,381,Ana Belén Lucila Oller Múgica,ocasional,21,1262,24.0,24.0,10,milanesa_pollo,pollo,12.0,7.93,2,24.0,8.14,postre,1,24.0,24.0,8.14,trucha_frita,15,8.14,1,8.14,8.912,24.0,21.7,1,1
2023-02-05,2023-02,pension,172,Natanael Ledesma,ocasional,27,2416,12.0,12.0,16,pollo_broaster,pollo,12.0,7.4,1,12.0,4.6,gaseosa,3,77.0,17.5,30.77,salchipapa,13,4.6,1,4.6,4.762080000000002,17.5,16.984960000000004,1,1
2024-05-22,2024-05,pension,59,Camila Piña Hoyos,empresa,52,2702,87.0,21.75,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,postre,3,135.0,23.25,52.03,higado_encebollado,16,5.9,1,5.9,5.863881856540088,23.25,21.201603375527434,1,1
2024-01-18,2024-01,local,277,Isabel Heredia-Elías,empresa,54,510,49.0,24.5,17,carapulcra,menu,15.0,8.53,2,30.0,12.94,gaseosa,2,99.0,24.75,35.97,trucha_frita,15,12.940000000000001,1,12.940000000000001,13.138547486033515,24.75,20.821731843575414,1,1
2024-08-07,2024-08,local,236,Lope del Corominas,empresa,53,2047,14.0,14.0,26,salchipapa,fast_food,14.0,9.65,1,14.0,4.35,gaseosa,5,112.0,15.8,43.11,seco_de_res,13,4.35,1,4.35,4.783606557377046,15.8,19.11043715846994,1,1
2023-03-24,2023-03,local,383,Francisco Modesto Peñalver Ricart,ocasional,66,1794,52.0,26.0,25,bistec_a_lo_pobre,carne,20.0,13.05,1,20.0,6.949999999999999,gaseosa,3,130.0,24.33,50.59,aji_de_gallina,15,6.949999999999999,1,6.949999999999999,6.944246575342461,24.33,21.289726027397265,1,1
2023-03-25,2023-03,pension,212,Severiano Fuster,empresa,50,1288,66.0,33.0,17,carapulcra,menu,15.0,8.53,2,30.0,12.94,nada,2,100.0,33.5,38.42,aji_de_gallina,15,12.940000000000001,1,12.940000000000001,13.027096774193549,33.5,27.65387096774193,1,1
2023-06-27,2023-06,local,397,Mirta Castilla Castilla,empresa,28,2843,32.0,32.0,8,tallarin_saltado,pasta,16.0,8.6,2,32.0,14.8,gaseosa,5,143.0,24.1,54.66,arroz_con_mariscos,15,14.8,1,14.8,12.519731543624157,24.1,24.128255033557043,1,1
2023-11-12,2023-11,local,208,Noé Cañete Pablo,empresa,43,255,28.0,28.0,21,tallarin_verde,pasta,14.0,9.35,2,28.0,9.3,postre,1,28.0,28.0,9.3,chaufa_pollo,19,9.3,1,9.3,9.431999999999999,28.0,27.6,1,1
2024-02-15,2024-02,local,398,Olivia Álvarez-Franco,empresa,48,2558,20.0,20.0,9,chaufa_pollo,pollo,20.0,13.06,1,20.0,6.9399999999999995,gaseosa,3,64.0,21.33,22.81,arroz_a_la_cubana,20,6.9399999999999995,1,6.9399999999999995,6.944246575342461,21.33,21.289726027397265,1,1
2024-06-10,2024-06,pension,102,Clementina Haro-Ayllón,ocasional,55,2734,16.0,16.0,24,arroz_con_mariscos,pescado,16.0,10.32,1,16.0,5.68,nada,4,171.0,20.06,62.71,lomo_saltado,13,5.68,1,5.68,6.341388888888893,20.06,19.724907407407407,1,1
2023-11-21,2023-11,pension,36,Ileana Arnaiz Solé,ocasional,28,2678,37.0,18.5,5,alberjita_guiso,menu,17.0,11.86,1,17.0,5.140000000000001,postre,3,170.0,24.94,66.03,chaufa_pollo,19,5.140000000000001,1,5.140000000000001,5.863881856540088,24.94,21.201603375527434,1,1
2023-06-21,2023-06,local,166,Armida Alvarado Caro,ocasional,46,2574,30.0,15.0,10,milanesa_pollo,pollo,12.0,7.93,1,12.0,4.07,nada,2,98.0,18.83,40.46,arroz_con_mariscos,15,4.07,1,4.07,4.783606557377046,18.83,19.11043715846994,1,1
2024-09-17,2024-09,local,310,Chelo Tirado Carranza,ocasional,63,2828,33.0,16.5,14,arroz_a_la_cubana,arroz,16.0,10.9,1,16.0,5.1,postre,4,100.0,17.0,36.77,arroz_a_la_cubana,14,5.1,1,5.1,6.341388888888893,17.0,19.724907407407407,1,1
2024-10-10,2024-10,pension,277,Isabel Heredia-Elías,empresa,54,269,45.0,22.5,28,higado_encebollado,menu,15.0,8.57,1,15.0,6.43,postre,4,118.0,19.62,43.87,tallarin_saltado,13,6.43,1,6.43,6.008469945355177,19.62,19.450819672131143,1,1
2023-09-12,2023-09,pension,189,Marcelino Briones Goñi,ocasional,67,630,52.0,26.0,15,churrasco_res,carne,18.0,10.4,1,18.0,7.6,gaseosa,4,116.0,22.5,44.79,milanesa_pollo,17,7.6,1,7.6,5.9287499999999955,22.5,21.824078947368424,1,1
2024-11-30,2024-11,pension,362,Lorenza Elorza Arnau,empresa,32,278,34.0,34.0,5,alberjita_guiso,menu,17.0,11.86,2,34.0,10.28,gaseosa,3,83.0,22.33,31.35,alberjita_guiso,17,10.280000000000001,1,10.280000000000001,12.323684210526315,22.33,22.00105263157894,1,1
2024-12-24,2024-12,pension,305,Lino Escalona Iriarte,empresa,52,1940,30.0,30.0,18,chanfainita,menu,15.0,9.56,2,30.0,10.88,gaseosa,3,141.0,23.75,53.3,alberjita_guiso,19,10.879999999999999,1,10.879999999999999,12.519731543624157,23.75,24.128255033557043,1,1
2024-05-14,2024-05,pension,22,Teo Segarra Almansa,ocasional,45,2368,71.0,17.75,22,adobo_cerdo,menu,20.0,10.72,1,20.0,9.28,nada,2,111.0,28.88,47.24,higado_encebollado,16,9.28,1,9.28,9.070166666666658,28.88,20.917166666666667,1,1
2024-08-25,2024-08,pension,395,Eliana Solís Moya,empresa,58,1261,35.0,17.5,19,seco_de_res,carne,19.0,12.94,1,19.0,6.0600000000000005,nada,3,130.0,21.67,48.24,seco_de_res,13,6.0600000000000005,1,6.0600000000000005,6.341388888888893,21.67,19.724907407407407,1,1
2023-02-23,2023-02,pension,342,Eva García-Catalá,empresa,21,1876,31.0,15.5,18,chanfainita,menu,15.0,9.56,1,15.0,5.4399999999999995,postre,4,117.0,18.04,46.39,salchipapa,13,5.4399999999999995,1,5.4399999999999995,6.341388888888893,18.04,19.724907407407407,1,1
2023-06-26,2023-06,pension,97,Albano Asensio Juliá,ocasional,50,1191,16.0,16.0,7,aji_de_gallina,menu,16.0,10.1,1,16.0,5.9,gaseosa,3,81.0,18.33,29.68,arroz_con_mariscos,15,5.9,1,5.9,6.373737113402062,18.33,18.12618556701031,1,1
